KMeans Cluster,Mean Similarity,Cluster Label,Similarity Tier
15,0.608975,"brand, digital, growth, brand growth, digital strategy, strategy",High
1,0.41569558,"request, integration, project, user, project management, management",Low
38,0.47271535,"saas project, project management, project, saas, management, scalable",High
0,0.52494544,"investment, investment optimization, optimization, issue, model, algorithm",High
3,0.50861615,"medical, security, datum, medical datum, encryption, control",High
23,0.12987274,"integration, analytic, team, support, provide, investment",Low
18,0.4322789,"data analytic, analytic, data, issue, analytic tool, tool",High
7,0.557436,"billing, update billing, payment, billing information, update, request update",High
43,0.40756264,"outage, service, service outage, issue, disruption, impact",Low
19,0.59932,"digital tool, digital, tool, digital tools, issue, agency",High
33,0.45096,"campaign, digital campaign, digital, agency, marketing, issue",High
13,0.44085184,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
18,0.39273205,"data analytic, analytic, data, issue, analytic tool, tool",Low
13,0.47286013,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
17,0.59230834,"medical, secure, secure medical, medical datum, datum, hospital",High
8,0.4339931,"digital strategy, digital, strategy, brand, growth, brand growth",High
20,0.37519428,"crash, issue, software, application, software crash, problem",Low
23,0.10566325,"integration, analytic, team, support, provide, investment",Low
37,0.49252135,"access, unauthorized, unauthorized access, security, access attempt, medical",High
13,0.50899005,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
23,0.23044609,"integration, analytic, team, support, provide, investment",Low
10,0.4906831,"breach, data breach, data, security, medical, hospital",High
12,0.43080452,"integration, integrate, documentation, step, saas, process",High
1,0.46385607,"request, integration, project, user, project management, management",High
23,0.25121725,"integration, analytic, team, support, provide, investment",Low
8,0.5221308,"digital strategy, digital, strategy, brand, growth, brand growth",High
9,0.39062887,"investment, analysis, issue, discrepancy, data, datum",Low
12,0.33765987,"integration, integrate, documentation, step, saas, process",Low
30,0.35515615,"project, project management, management, feature, scalability, integration",Low
36,0.41627038,"billing, discrepancy, payment, billing discrepancy, issue, account",Low
18,0.40194416,"data analytic, analytic, data, issue, analytic tool, tool",Low
38,0.5315615,"saas project, project management, project, saas, management, scalable",High
7,0.5750967,"billing, update billing, payment, billing information, update, request update",High
10,0.46560118,"breach, data breach, data, security, medical, hospital",High
12,0.49088216,"integration, integrate, documentation, step, saas, process",High
7,0.68596816,"billing, update billing, payment, billing information, update, request update",High
10,0.5264152,"breach, data breach, data, security, medical, hospital",High
5,0.39009783,"security, breach, security breach, incident, medical, hospital",Low
17,0.59915656,"medical, secure, secure medical, medical datum, datum, hospital",High
5,0.41676563,"security, breach, security breach, incident, medical, hospital",Low
16,0.43948236,"marketing, agency, marketing agency, issue, digital, campaign",High
9,0.35940552,"investment, analysis, issue, discrepancy, data, datum",Low
12,0.4647366,"integration, integrate, documentation, step, saas, process",High
8,0.39616778,"digital strategy, digital, strategy, brand, growth, brand growth",Low
3,0.43982494,"medical, security, datum, medical datum, encryption, control",High
40,0.4749951,"campaign, marketing campaign, marketing, target, engagement, digital",High
32,0.30953166,"project, project management, management, issue, saas, management saas",Low
18,0.31421104,"data analytic, analytic, data, issue, analytic tool, tool",Low
2,0.389981,"investment, analytic, data analytic, data, tool, investment strategy",Low
32,0.33332682,"project, project management, management, issue, saas, management saas",Low
4,0.4571332,"marketing, digital marketing, digital, brand, strategy, marketing strategy",High
12,0.2488391,"integration, integrate, documentation, step, saas, process",Low
30,0.43892696,"project, project management, management, feature, scalability, integration",High
30,0.47431797,"project, project management, management, feature, scalability, integration",High
5,0.58082294,"security, breach, security breach, incident, medical, hospital",High
0,0.3288814,"investment, investment optimization, optimization, issue, model, algorithm",Low
10,0.5037278,"breach, data breach, data, security, medical, hospital",High
9,0.3741948,"investment, analysis, issue, discrepancy, data, datum",Low
36,0.5504124,"billing, discrepancy, payment, billing discrepancy, issue, account",High
1,0.31932932,"request, integration, project, user, project management, management",Low
17,0.44871813,"medical, secure, secure medical, medical datum, datum, hospital",High
13,0.5595255,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
20,0.46819797,"crash, issue, software, application, software crash, problem",High
36,0.538541,"billing, discrepancy, payment, billing discrepancy, issue, account",High
16,0.4116306,"marketing, agency, marketing agency, issue, digital, campaign",Low
40,0.48061836,"campaign, marketing campaign, marketing, target, engagement, digital",High
14,0.2979832,"server, dashboard, issue, load, project dashboard, peak",Low
36,0.35568058,"billing, discrepancy, payment, billing discrepancy, issue, account",Low
11,0.60673696,"security, medical, datum, protocol, medical datum, security protocol",High
23,0.28932658,"integration, analytic, team, support, provide, investment",Low
15,0.6665972,"brand, digital, growth, brand growth, digital strategy, strategy",High
22,0.3163325,"issue, software, update, problem, integration, resolve",Low
11,0.57037455,"security, medical, datum, protocol, medical datum, security protocol",High
13,0.52267593,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
8,0.41351044,"digital strategy, digital, strategy, brand, growth, brand growth",Low
35,0.46474743,"quickbooks, quickbooks online, online, integration, integrate quickbooks, integrate",High
2,0.4554316,"investment, analytic, data analytic, data, tool, investment strategy",High
18,0.3560184,"data analytic, analytic, data, issue, analytic tool, tool",Low
33,0.5204744,"campaign, digital campaign, digital, agency, marketing, issue",High
30,0.53830236,"project, project management, management, feature, scalability, integration",High
2,0.36319274,"investment, analytic, data analytic, data, tool, investment strategy",Low
20,0.35995403,"crash, issue, software, application, software crash, problem",Low
39,0.23167047,"connectivity, network, device, issue, problem, connectivity issue",Low
9,0.35728666,"investment, analysis, issue, discrepancy, data, datum",Low
18,0.46964306,"data analytic, analytic, data, issue, analytic tool, tool",High
13,0.38234687,"engagement, metric, engagement metric, decline, brand engagement, algorithm",Low
26,0.48996246,"website, traffic, website traffic, seo, agency website, issue",High
2,0.37813163,"investment, analytic, data analytic, data, tool, investment strategy",Low
27,0.28520918,"investment, processing, analytic platform, platform, data, analytic",Low
2,0.44830397,"investment, analytic, data analytic, data, tool, investment strategy",High
15,0.4464889,"brand, digital, growth, brand growth, digital strategy, strategy",High
17,0.40275806,"medical, secure, secure medical, medical datum, datum, hospital",Low
3,0.5626777,"medical, security, datum, medical datum, encryption, control",High
22,0.35057497,"issue, software, update, problem, integration, resolve",Low
3,0.5982861,"medical, security, datum, medical datum, encryption, control",High
20,0.3321709,"crash, issue, software, application, software crash, problem",Low
14,0.35373396,"server, dashboard, issue, load, project dashboard, peak",Low
12,0.29112127,"integration, integrate, documentation, step, saas, process",Low
43,0.34574005,"outage, service, service outage, issue, disruption, impact",Low
28,0.72202975,"oracle, oracle database, database, integration, medical, secure",High
20,0.33567843,"crash, issue, software, application, software crash, problem",Low
2,0.5111712,"investment, analytic, data analytic, data, tool, investment strategy",High
1,0.42608446,"request, integration, project, user, project management, management",High
37,0.61468095,"access, unauthorized, unauthorized access, security, access attempt, medical",High
15,0.45340803,"brand, digital, growth, brand growth, digital strategy, strategy",High
22,0.2872219,"issue, software, update, problem, integration, resolve",Low
0,0.5153892,"investment, investment optimization, optimization, issue, model, algorithm",High
33,0.33071998,"campaign, digital campaign, digital, agency, marketing, issue",Low
40,0.63276845,"campaign, marketing campaign, marketing, target, engagement, digital",High
4,0.64549387,"marketing, digital marketing, digital, brand, strategy, marketing strategy",High
40,0.52760494,"campaign, marketing campaign, marketing, target, engagement, digital",High
40,0.5298754,"campaign, marketing campaign, marketing, target, engagement, digital",High
10,0.5107687,"breach, data breach, data, security, medical, hospital",High
10,0.46801543,"breach, data breach, data, security, medical, hospital",High
23,0.2923635,"integration, analytic, team, support, provide, investment",Low
38,0.5698873,"saas project, project management, project, saas, management, scalable",High
5,0.39200512,"security, breach, security breach, incident, medical, hospital",Low
42,0.52089286,"synchronization, data synchronization, issue, problem, synchronization issue, resolve",High
18,0.3193674,"data analytic, analytic, data, issue, analytic tool, tool",Low
2,0.3967947,"investment, analytic, data analytic, data, tool, investment strategy",Low
21,0.325603,"access, medical, healthcare, security, issue, data access",Low
11,0.33723673,"security, medical, datum, protocol, medical datum, security protocol",Low
18,0.39853594,"data analytic, analytic, data, issue, analytic tool, tool",Low
22,0.23765184,"issue, software, update, problem, integration, resolve",Low
17,0.50564516,"medical, secure, secure medical, medical datum, datum, hospital",High
15,0.58186203,"brand, digital, growth, brand growth, digital strategy, strategy",High
43,0.47818533,"outage, service, service outage, issue, disruption, impact",High
12,0.26713818,"integration, integrate, documentation, step, saas, process",Low
6,0.36017582,"saas platform, saas, platform, issue, server, performance",Low
21,0.17855048,"access, medical, healthcare, security, issue, data access",Low
0,0.2714761,"investment, investment optimization, optimization, issue, model, algorithm",Low
41,0.543646,"sap, erp, sap erp, integration, central component, erp central",High
19,0.5018075,"digital tool, digital, tool, digital tools, issue, agency",High
30,0.4276617,"project, project management, management, feature, scalability, integration",High
30,0.31926647,"project, project management, management, feature, scalability, integration",Low
12,0.42759258,"integration, integrate, documentation, step, saas, process",High
23,0.24717519,"integration, analytic, team, support, provide, investment",Low
3,0.5649882,"medical, security, datum, medical datum, encryption, control",High
10,0.5030154,"breach, data breach, data, security, medical, hospital",High
13,0.60303473,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
26,0.66846067,"website, traffic, website traffic, seo, agency website, issue",High
14,0.5376745,"server, dashboard, issue, load, project dashboard, peak",High
21,0.3861923,"access, medical, healthcare, security, issue, data access",Low
30,0.45215985,"project, project management, management, feature, scalability, integration",High
14,0.4217537,"server, dashboard, issue, load, project dashboard, peak",Low
20,0.43625474,"crash, issue, software, application, software crash, problem",High
13,0.4924788,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
2,0.34668157,"investment, analytic, data analytic, data, tool, investment strategy",Low
13,0.46930498,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
36,0.48414886,"billing, discrepancy, payment, billing discrepancy, issue, account",High
2,0.46229067,"investment, analytic, data analytic, data, tool, investment strategy",High
15,0.5344862,"brand, digital, growth, brand growth, digital strategy, strategy",High
37,0.4558968,"access, unauthorized, unauthorized access, security, access attempt, medical",High
27,0.33092132,"investment, processing, analytic platform, platform, data, analytic",Low
4,0.47882748,"marketing, digital marketing, digital, brand, strategy, marketing strategy",High
17,0.45209745,"medical, secure, secure medical, medical datum, datum, hospital",High
1,0.3508239,"request, integration, project, user, project management, management",Low
15,0.47101653,"brand, digital, growth, brand growth, digital strategy, strategy",High
38,0.4541251,"saas project, project management, project, saas, management, scalable",High
6,0.36659244,"saas platform, saas, platform, issue, server, performance",Low
5,0.50128007,"security, breach, security breach, incident, medical, hospital",High
43,0.29991895,"outage, service, service outage, issue, disruption, impact",Low
17,0.43411794,"medical, secure, secure medical, medical datum, datum, hospital",High
8,0.4022177,"digital strategy, digital, strategy, brand, growth, brand growth",Low
9,0.49620298,"investment, analysis, issue, discrepancy, data, datum",High
22,0.34134024,"issue, software, update, problem, integration, resolve",Low
37,0.32608724,"access, unauthorized, unauthorized access, security, access attempt, medical",Low
30,0.5384152,"project, project management, management, feature, scalability, integration",High
0,0.4667585,"investment, investment optimization, optimization, issue, model, algorithm",High
2,0.43451837,"investment, analytic, data analytic, data, tool, investment strategy",High
0,0.45134684,"investment, investment optimization, optimization, issue, model, algorithm",High
24,0.53373593,"login, server, login issue, user, login difficulty, issue",High
30,0.45097062,"project, project management, management, feature, scalability, integration",High
5,0.5647131,"security, breach, security breach, incident, medical, hospital",High
9,0.37021998,"investment, analysis, issue, discrepancy, data, datum",Low
36,0.5598602,"billing, discrepancy, payment, billing discrepancy, issue, account",High
20,0.49792933,"crash, issue, software, application, software crash, problem",High
32,0.3633093,"project, project management, management, issue, saas, management saas",Low
25,0.55682844,"marketing, digital, social medium, social, medium, strategy",High
12,0.3134745,"integration, integrate, documentation, step, saas, process",Low
25,0.5311848,"marketing, digital, social medium, social, medium, strategy",High
42,0.2605426,"synchronization, data synchronization, issue, problem, synchronization issue, resolve",Low
38,0.5315471,"saas project, project management, project, saas, management, scalable",High
21,0.40171283,"access, medical, healthcare, security, issue, data access",Low
4,0.3442323,"marketing, digital marketing, digital, brand, strategy, marketing strategy",Low
4,0.60060334,"marketing, digital marketing, digital, brand, strategy, marketing strategy",High
13,0.54776776,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
22,0.34218252,"issue, software, update, problem, integration, resolve",Low
14,0.4835184,"server, dashboard, issue, load, project dashboard, peak",High
23,0.18509027,"integration, analytic, team, support, provide, investment",Low
43,0.4108001,"outage, service, service outage, issue, disruption, impact",Low
25,0.48183554,"marketing, digital, social medium, social, medium, strategy",High
5,0.44720525,"security, breach, security breach, incident, medical, hospital",High
11,0.62896717,"security, medical, datum, protocol, medical datum, security protocol",High
3,0.5526051,"medical, security, datum, medical datum, encryption, control",High
12,0.35824415,"integration, integrate, documentation, step, saas, process",Low
37,0.48750722,"access, unauthorized, unauthorized access, security, access attempt, medical",High
12,0.44859606,"integration, integrate, documentation, step, saas, process",High
30,0.37212697,"project, project management, management, feature, scalability, integration",Low
40,0.5506353,"campaign, marketing campaign, marketing, target, engagement, digital",High
39,0.23245966,"connectivity, network, device, issue, problem, connectivity issue",Low
11,0.57265526,"security, medical, datum, protocol, medical datum, security protocol",High
2,0.60603,"investment, analytic, data analytic, data, tool, investment strategy",High
18,0.38834342,"data analytic, analytic, data, issue, analytic tool, tool",Low
19,0.55352414,"digital tool, digital, tool, digital tools, issue, agency",High
12,0.43339467,"integration, integrate, documentation, step, saas, process",High
17,0.48349985,"medical, secure, secure medical, medical datum, datum, hospital",High
1,0.30334643,"request, integration, project, user, project management, management",Low
14,0.37162748,"server, dashboard, issue, load, project dashboard, peak",Low
4,0.41323704,"marketing, digital marketing, digital, brand, strategy, marketing strategy",Low
12,0.42141706,"integration, integrate, documentation, step, saas, process",Low
1,0.354022,"request, integration, project, user, project management, management",Low
37,0.39525726,"access, unauthorized, unauthorized access, security, access attempt, medical",Low
0,0.46533522,"investment, investment optimization, optimization, issue, model, algorithm",High
1,0.3498459,"request, integration, project, user, project management, management",Low
17,0.54982644,"medical, secure, secure medical, medical datum, datum, hospital",High
2,0.45038375,"investment, analytic, data analytic, data, tool, investment strategy",High
9,0.399156,"investment, analysis, issue, discrepancy, data, datum",Low
37,0.46463057,"access, unauthorized, unauthorized access, security, access attempt, medical",High
22,0.39938393,"issue, software, update, problem, integration, resolve",Low
23,0.19034402,"integration, analytic, team, support, provide, investment",Low
32,0.47855166,"project, project management, management, issue, saas, management saas",High
42,0.52748424,"synchronization, data synchronization, issue, problem, synchronization issue, resolve",High
20,0.2934408,"crash, issue, software, application, software crash, problem",Low
37,0.48807147,"access, unauthorized, unauthorized access, security, access attempt, medical",High
28,0.528278,"oracle, oracle database, database, integration, medical, secure",High
4,0.59018534,"marketing, digital marketing, digital, brand, strategy, marketing strategy",High
40,0.41372368,"campaign, marketing campaign, marketing, target, engagement, digital",Low
32,0.40159225,"project, project management, management, issue, saas, management saas",Low
22,0.43520963,"issue, software, update, problem, integration, resolve",High
3,0.3716523,"medical, security, datum, medical datum, encryption, control",Low
15,0.5926329,"brand, digital, growth, brand growth, digital strategy, strategy",High
8,0.37179044,"digital strategy, digital, strategy, brand, growth, brand growth",Low
42,0.519774,"synchronization, data synchronization, issue, problem, synchronization issue, resolve",High
15,0.5904376,"brand, digital, growth, brand growth, digital strategy, strategy",High
40,0.31905642,"campaign, marketing campaign, marketing, target, engagement, digital",Low
15,0.633911,"brand, digital, growth, brand growth, digital strategy, strategy",High
12,0.33231494,"integration, integrate, documentation, step, saas, process",Low
14,0.28661114,"server, dashboard, issue, load, project dashboard, peak",Low
14,0.49344617,"server, dashboard, issue, load, project dashboard, peak",High
32,0.38688588,"project, project management, management, issue, saas, management saas",Low
12,0.24197598,"integration, integrate, documentation, step, saas, process",Low
35,0.46003434,"quickbooks, quickbooks online, online, integration, integrate quickbooks, integrate",High
11,0.55565226,"security, medical, datum, protocol, medical datum, security protocol",High
41,0.8137597,"sap, erp, sap erp, integration, central component, erp central",High
37,0.5593775,"access, unauthorized, unauthorized access, security, access attempt, medical",High
41,0.5087127,"sap, erp, sap erp, integration, central component, erp central",High
37,0.26103207,"access, unauthorized, unauthorized access, security, access attempt, medical",Low
13,0.48097783,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
38,0.4796806,"saas project, project management, project, saas, management, scalable",High
2,0.3094328,"investment, analytic, data analytic, data, tool, investment strategy",Low
35,0.56286454,"quickbooks, quickbooks online, online, integration, integrate quickbooks, integrate",High
9,0.32559207,"investment, analysis, issue, discrepancy, data, datum",Low
30,0.44730738,"project, project management, management, feature, scalability, integration",High
22,0.33829337,"issue, software, update, problem, integration, resolve",Low
13,0.45173436,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
22,0.35207033,"issue, software, update, problem, integration, resolve",Low
13,0.5341325,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
39,0.332993,"connectivity, network, device, issue, problem, connectivity issue",Low
39,0.3803321,"connectivity, network, device, issue, problem, connectivity issue",Low
29,0.49388546,"billing, payment, plan, option, pricing, discount",High
31,0.5067941,"security, healthcare, compliance, security solution, datum, solution",High
30,0.43427652,"project, project management, management, feature, scalability, integration",High
13,0.50996345,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
10,0.55385375,"breach, data breach, data, security, medical, hospital",High
36,0.4783018,"billing, discrepancy, payment, billing discrepancy, issue, account",High
1,0.42336282,"request, integration, project, user, project management, management",Low
9,0.23879294,"investment, analysis, issue, discrepancy, data, datum",Low
23,0.25599924,"integration, analytic, team, support, provide, investment",Low
8,0.5144856,"digital strategy, digital, strategy, brand, growth, brand growth",High
2,0.4326627,"investment, analytic, data analytic, data, tool, investment strategy",High
41,0.4606937,"sap, erp, sap erp, integration, central component, erp central",High
12,0.43148166,"integration, integrate, documentation, step, saas, process",High
2,0.43208465,"investment, analytic, data analytic, data, tool, investment strategy",High
11,0.5251208,"security, medical, datum, protocol, medical datum, security protocol",High
8,0.40029538,"digital strategy, digital, strategy, brand, growth, brand growth",Low
23,0.28412977,"integration, analytic, team, support, provide, investment",Low
20,0.44241422,"crash, issue, software, application, software crash, problem",High
40,0.4766835,"campaign, marketing campaign, marketing, target, engagement, digital",High
13,0.43885973,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
4,0.42543396,"marketing, digital marketing, digital, brand, strategy, marketing strategy",Low
23,0.25250965,"integration, analytic, team, support, provide, investment",Low
23,0.20247683,"integration, analytic, team, support, provide, investment",Low
0,0.51121455,"investment, investment optimization, optimization, issue, model, algorithm",High
32,0.38725853,"project, project management, management, issue, saas, management saas",Low
8,0.52339804,"digital strategy, digital, strategy, brand, growth, brand growth",High
0,0.3601453,"investment, investment optimization, optimization, issue, model, algorithm",Low
22,0.3275228,"issue, software, update, problem, integration, resolve",Low
2,0.3413103,"investment, analytic, data analytic, data, tool, investment strategy",Low
22,0.30465207,"issue, software, update, problem, integration, resolve",Low
25,0.38499346,"marketing, digital, social medium, social, medium, strategy",Low
43,0.31465882,"outage, service, service outage, issue, disruption, impact",Low
13,0.5527082,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
18,0.429232,"data analytic, analytic, data, issue, analytic tool, tool",High
4,0.575729,"marketing, digital marketing, digital, brand, strategy, marketing strategy",High
23,0.20824413,"integration, analytic, team, support, provide, investment",Low
9,0.39179158,"investment, analysis, issue, discrepancy, data, datum",Low
24,0.5678554,"login, server, login issue, user, login difficulty, issue",High
8,0.44828472,"digital strategy, digital, strategy, brand, growth, brand growth",High
11,0.55050915,"security, medical, datum, protocol, medical datum, security protocol",High
0,0.45826024,"investment, investment optimization, optimization, issue, model, algorithm",High
9,0.32056427,"investment, analysis, issue, discrepancy, data, datum",Low
1,0.5187066,"request, integration, project, user, project management, management",High
10,0.47917137,"breach, data breach, data, security, medical, hospital",High
25,0.45728582,"marketing, digital, social medium, social, medium, strategy",High
43,0.2996341,"outage, service, service outage, issue, disruption, impact",Low
39,0.4111031,"connectivity, network, device, issue, problem, connectivity issue",Low
29,0.71386355,"billing, payment, plan, option, pricing, discount",High
0,0.31012917,"investment, investment optimization, optimization, issue, model, algorithm",Low
9,0.35133594,"investment, analysis, issue, discrepancy, data, datum",Low
38,0.4141929,"saas project, project management, project, saas, management, scalable",Low
16,0.39664957,"marketing, agency, marketing agency, issue, digital, campaign",Low
3,0.5068035,"medical, security, datum, medical datum, encryption, control",High
2,0.41521433,"investment, analytic, data analytic, data, tool, investment strategy",Low
5,0.5318488,"security, breach, security breach, incident, medical, hospital",High
20,0.47320777,"crash, issue, software, application, software crash, problem",High
13,0.32201228,"engagement, metric, engagement metric, decline, brand engagement, algorithm",Low
23,0.0,"integration, analytic, team, support, provide, investment",Low
5,0.38463703,"security, breach, security breach, incident, medical, hospital",Low
17,0.5026519,"medical, secure, secure medical, medical datum, datum, hospital",High
11,0.47394392,"security, medical, datum, protocol, medical datum, security protocol",High
9,0.34951615,"investment, analysis, issue, discrepancy, data, datum",Low
43,0.42753962,"outage, service, service outage, issue, disruption, impact",High
9,0.40790612,"investment, analysis, issue, discrepancy, data, datum",Low
17,0.44209832,"medical, secure, secure medical, medical datum, datum, hospital",High
23,0.2780137,"integration, analytic, team, support, provide, investment",Low
15,0.354097,"brand, digital, growth, brand growth, digital strategy, strategy",Low
25,0.5200516,"marketing, digital, social medium, social, medium, strategy",High
3,0.56082004,"medical, security, datum, medical datum, encryption, control",High
14,0.5523557,"server, dashboard, issue, load, project dashboard, peak",High
24,0.554973,"login, server, login issue, user, login difficulty, issue",High
14,0.4249078,"server, dashboard, issue, load, project dashboard, peak",Low
12,0.5127148,"integration, integrate, documentation, step, saas, process",High
2,0.41171825,"investment, analytic, data analytic, data, tool, investment strategy",Low
36,0.5866997,"billing, discrepancy, payment, billing discrepancy, issue, account",High
24,0.51717496,"login, server, login issue, user, login difficulty, issue",High
13,0.43383798,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
29,0.6458275,"billing, payment, plan, option, pricing, discount",High
11,0.4479902,"security, medical, datum, protocol, medical datum, security protocol",High
13,0.4715077,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
29,0.48959363,"billing, payment, plan, option, pricing, discount",High
18,0.41944805,"data analytic, analytic, data, issue, analytic tool, tool",Low
32,0.3789754,"project, project management, management, issue, saas, management saas",Low
32,0.40202588,"project, project management, management, issue, saas, management saas",Low
13,0.61228967,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
17,0.52686864,"medical, secure, secure medical, medical datum, datum, hospital",High
22,0.20745946,"issue, software, update, problem, integration, resolve",Low
9,0.39086914,"investment, analysis, issue, discrepancy, data, datum",Low
33,0.5608063,"campaign, digital campaign, digital, agency, marketing, issue",High
8,0.5200921,"digital strategy, digital, strategy, brand, growth, brand growth",High
18,0.44738144,"data analytic, analytic, data, issue, analytic tool, tool",High
5,0.44799972,"security, breach, security breach, incident, medical, hospital",High
11,0.5180917,"security, medical, datum, protocol, medical datum, security protocol",High
36,0.45430252,"billing, discrepancy, payment, billing discrepancy, issue, account",High
39,0.37871522,"connectivity, network, device, issue, problem, connectivity issue",Low
12,0.28501225,"integration, integrate, documentation, step, saas, process",Low
39,0.4366668,"connectivity, network, device, issue, problem, connectivity issue",High
12,0.3823568,"integration, integrate, documentation, step, saas, process",Low
37,0.5732785,"access, unauthorized, unauthorized access, security, access attempt, medical",High
23,0.20373446,"integration, analytic, team, support, provide, investment",Low
18,0.41402578,"data analytic, analytic, data, issue, analytic tool, tool",Low
16,0.4244515,"marketing, agency, marketing agency, issue, digital, campaign",Low
30,0.579846,"project, project management, management, feature, scalability, integration",High
10,0.4452615,"breach, data breach, data, security, medical, hospital",High
27,0.40980044,"investment, processing, analytic platform, platform, data, analytic",Low
2,0.47249323,"investment, analytic, data analytic, data, tool, investment strategy",High
17,0.4829347,"medical, secure, secure medical, medical datum, datum, hospital",High
22,0.20755115,"issue, software, update, problem, integration, resolve",Low
1,0.31241328,"request, integration, project, user, project management, management",Low
13,0.36734864,"engagement, metric, engagement metric, decline, brand engagement, algorithm",Low
39,0.367246,"connectivity, network, device, issue, problem, connectivity issue",Low
37,0.5707908,"access, unauthorized, unauthorized access, security, access attempt, medical",High
2,0.4647147,"investment, analytic, data analytic, data, tool, investment strategy",High
23,0.1296183,"integration, analytic, team, support, provide, investment",Low
37,0.37668532,"access, unauthorized, unauthorized access, security, access attempt, medical",Low
16,0.43618253,"marketing, agency, marketing agency, issue, digital, campaign",High
36,0.3780732,"billing, discrepancy, payment, billing discrepancy, issue, account",Low
15,0.58292377,"brand, digital, growth, brand growth, digital strategy, strategy",High
31,0.5179614,"security, healthcare, compliance, security solution, datum, solution",High
26,0.52652925,"website, traffic, website traffic, seo, agency website, issue",High
0,0.3545153,"investment, investment optimization, optimization, issue, model, algorithm",Low
30,0.43293285,"project, project management, management, feature, scalability, integration",High
1,0.40762973,"request, integration, project, user, project management, management",Low
5,0.4545651,"security, breach, security breach, incident, medical, hospital",High
19,0.53763247,"digital tool, digital, tool, digital tools, issue, agency",High
17,0.44627053,"medical, secure, secure medical, medical datum, datum, hospital",High
10,0.36907536,"breach, data breach, data, security, medical, hospital",Low
37,0.4594089,"access, unauthorized, unauthorized access, security, access attempt, medical",High
14,0.35328612,"server, dashboard, issue, load, project dashboard, peak",Low
30,0.48255098,"project, project management, management, feature, scalability, integration",High
22,0.31941,"issue, software, update, problem, integration, resolve",Low
15,0.42365915,"brand, digital, growth, brand growth, digital strategy, strategy",Low
9,0.38019344,"investment, analysis, issue, discrepancy, data, datum",Low
8,0.4245264,"digital strategy, digital, strategy, brand, growth, brand growth",Low
38,0.48682696,"saas project, project management, project, saas, management, scalable",High
36,0.3596137,"billing, discrepancy, payment, billing discrepancy, issue, account",Low
41,0.43327263,"sap, erp, sap erp, integration, central component, erp central",High
37,0.45796573,"access, unauthorized, unauthorized access, security, access attempt, medical",High
2,0.30167925,"investment, analytic, data analytic, data, tool, investment strategy",Low
9,0.5413415,"investment, analysis, issue, discrepancy, data, datum",High
22,0.33903578,"issue, software, update, problem, integration, resolve",Low
13,0.50406766,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
23,0.099006444,"integration, analytic, team, support, provide, investment",Low
31,0.4306915,"security, healthcare, compliance, security solution, datum, solution",High
20,0.5159437,"crash, issue, software, application, software crash, problem",High
10,0.6223826,"breach, data breach, data, security, medical, hospital",High
12,0.4218731,"integration, integrate, documentation, step, saas, process",Low
37,0.52361983,"access, unauthorized, unauthorized access, security, access attempt, medical",High
5,0.37119818,"security, breach, security breach, incident, medical, hospital",Low
12,0.33417827,"integration, integrate, documentation, step, saas, process",Low
24,0.6305378,"login, server, login issue, user, login difficulty, issue",High
37,0.3857463,"access, unauthorized, unauthorized access, security, access attempt, medical",Low
8,0.41931945,"digital strategy, digital, strategy, brand, growth, brand growth",Low
3,0.57792324,"medical, security, datum, medical datum, encryption, control",High
2,0.35423207,"investment, analytic, data analytic, data, tool, investment strategy",Low
17,0.48841327,"medical, secure, secure medical, medical datum, datum, hospital",High
6,0.39391226,"saas platform, saas, platform, issue, server, performance",Low
3,0.5836945,"medical, security, datum, medical datum, encryption, control",High
34,0.62031287,"charge, billing, invoice, account, statement, subscription",High
36,0.58605325,"billing, discrepancy, payment, billing discrepancy, issue, account",High
18,0.24088141,"data analytic, analytic, data, issue, analytic tool, tool",Low
39,0.37192369,"connectivity, network, device, issue, problem, connectivity issue",Low
14,0.40356737,"server, dashboard, issue, load, project dashboard, peak",Low
18,0.3916707,"data analytic, analytic, data, issue, analytic tool, tool",Low
9,0.4523747,"investment, analysis, issue, discrepancy, data, datum",High
30,0.5154231,"project, project management, management, feature, scalability, integration",High
29,0.3953996,"billing, payment, plan, option, pricing, discount",Low
10,0.5150188,"breach, data breach, data, security, medical, hospital",High
14,0.50738865,"server, dashboard, issue, load, project dashboard, peak",High
15,0.57010365,"brand, digital, growth, brand growth, digital strategy, strategy",High
