Index,Recorded Language,Predicted Language,Prediction Confidence,Subject,Any Disagreement,Potential Mismatch
22055,EN,EN,0.8513574633690755,Problem with Server Performance Latency,False,False
22056,EN,EN,0.9022737102464508,Problems with Delays in SaaS Platform,False,False
22057,DE,DE,0.9936456367027126,Unterstützung für Login-Probleme erforderlich,False,False
22058,EN,EN,0.9663020743095776,Query on Data Analytics Tools for Investment Strategy Enhancement,False,False
22059,DE,DE,0.8062537848023252,Technische Schwierigkeiten bei Marketing-Tools,False,False
22060,EN,EN,0.8940710310273722,Frequent Loading Problems with Project Dashboard,False,False
22061,DE,DE,0.8219960395643411,Issue with SaaS Products Today,False,False
22062,EN,EN,0.9366831598710735,Enhancing Adobe Photoshop CC 2021 Performance in SaaS,False,False
22063,DE,DE,0.9703569111507314,Hilfe zur Integration von Docker erforderlich,False,False
22064,DE,EN,0.7255847910675747,Norton Antivirus Assistance,True,False
22065,DE,DE,0.9736544963766445,Beratung zur Sicherstellung medizinischer Daten in Notion,False,False
22066,EN,EN,0.9361783687234604,Support Request for Data Inconsistency,False,False
22067,EN,EN,0.8270693767273541,Project Management Issue,False,False
22069,DE,DE,0.663735317752933,Support Components Scalability,False,False
22071,DE,DE,0.9991990628630224,Erhalten Sie Ratschläge zur Sicherung medizinischer Daten,False,False
22072,DE,DE,0.9981299787234136,Irreguläre Verbindungsstörungen in der Moodle-Plattform,False,False
22073,EN,EN,0.9493037974984204,Problem with Login on Project Platform,False,False
22074,EN,EN,0.8734050937035915,Concerns About Data Analytics Software Performance,False,False
22078,EN,EN,0.9191806709712875,Problems with Software and Hardware Products,False,False
22079,EN,EN,0.9478734302259999,Unapproved Access Attempts on Healthcare Data Systems,False,False
22080,EN,EN,0.9272052221961997,Reported Issue of Unauthorized Access to Medical Data,False,False
22081,EN,EN,0.959295754251723,Strategies for Enhancing the Digital Brand of Gaming PCs,False,False
22082,EN,EN,0.7665641006474073,Figma Billing Cycle Details,False,False
22083,EN,EN,0.7610211237285406,Optimization of Investment Data Analysis with Elasticsearch,False,False
22084,DE,DE,0.9961523619077298,Bericht über Dienstausfälle,False,False
22085,DE,DE,0.9952573488520168,Verbesserung der Sicherheit im medizinischen Datengrundlagenmanagement,False,False
22086,DE,DE,0.9985301020763274,Kundenservice: Kritischer Systemfehler mehrerer Geräte nach Softwareupdates,False,False
22087,EN,EN,0.8996864553435187,Inquiry About Pricing for Project Management SaaS,False,False
22088,EN,EN,0.5112589389916357,Support for Robot Mowers,False,False
22089,DE,EN,0.6595134989141612,Request for Project Management Solution Details,True,False
22090,DE,DE,0.99265286660697,Sicherheitsrisiken,False,False
22091,DE,DE,0.9967578627408169,Problem mit der Datenaufarbeitungsintegration-Prozess,False,False
22092,DE,DE,0.9831089752085219,Twitch Studio Beta Integration Problem,False,False
22093,DE,DE,0.9944386641353001,Bessere Dateneinsortierungs-Tools,False,False
22094,DE,DE,0.7239800717163132,Challenges in Digital Strategy,False,False
22095,DE,DE,0.6849462664350204,Support Request for Customer,False,False
22096,DE,DE,0.9965257952193513,Informationen zu Preisplänen,False,False
22097,DE,DE,0.9988114405207397,Erkannte Unbefugte Zugriffsansprüche auf den Krankenhausaufsichts-IT-Systemen,False,False
22098,DE,DE,0.9167047377137149,Problems with Data Analysis Tool,False,False
22099,EN,EN,0.8991032719466153,Improving Security Protocols for Hospital Information Systems,False,False
22100,EN,EN,0.9834104334715561,Problem with Login Authentication,False,False
22103,EN,EN,0.9619563724371921,Support Required for Marketing Growth,False,False
22104,EN,EN,0.9778336019530565,Request for Enhancing Project Management Tool Integration with PowerPoint,False,False
22105,DE,DE,0.9843864757056286,Unvorhergesehene Disparitaten bei Gebühren verschiedener Produkte,False,False
22106,EN,EN,0.9297716078426861,Problem with Login for User Accounts,False,False
22109,EN,EN,0.9143014370562114,Technical Support for Issues,False,False
22110,EN,EN,0.9615248177841138,Medical Data Access Compromised,False,False
22112,EN,EN,0.9269609399662575,Assistance Required for Data Breach in Healthcare Systems,False,False
22113,EN,EN,0.973475365030071,Enhance Data Analytics Toolset for Optimal Investment,False,False
22114,EN,EN,0.8838797011138877,Support Needed for Digital Marketing,False,False
22115,DE,DE,0.8856422916373454,Urgent Request for Assistance,False,False
22116,EN,EN,0.6822588624676716,Unusual Billing Discrepancy Issue,False,False
22117,EN,EN,0.8994055727083806,Unauthorised Entry into Medical Systems,False,False
22119,EN,EN,0.9042455472128108,Update Request for Advanced Data Analytics Software to Enhance Investment Optimization and Boost Decision-Making,False,False
22120,DE,DE,0.9986694991025213,Technische Schwierigkeit bei der Nutzung der Projektdaten-Plattform,False,False
22121,EN,DE,0.6239032707656569,Report on Major Service Outage,True,False
22122,EN,EN,0.6542025709254659,Detected Unauthorised Access on Hospital Systems,False,False
22123,DE,DE,0.9664767625874634,Problem mit der Absturzsituation,False,False
22124,DE,DE,0.9952744880835679,Problem mit der Synchronisierung von Smart-Medizinspender-Daten,False,False
22126,EN,EN,0.9825114589642269,Enhancing Security for Medical Data in Hospital Solutions,False,False
22127,DE,DE,0.8251779800007911,Issues with Website Crash Today,False,False
22128,DE,DE,0.9966830900527996,Fehler bei Rechnungsabrechnungsunterschieden identifiziert,False,False
22129,DE,DE,0.9886908797564847,Probleme bei der Synchronisierung Monday.com mit Airtable gemeldet,False,False
22130,DE,DE,0.9477522216365896,Notification of Critical System Down,False,False
22131,DE,EN,0.8043106402660298,Improving Security Measures,True,False
22132,DE,DE,0.7753496274347838,Support for Advanced Marketing Analytics with Shopify KNIME,False,False
22134,DE,DE,0.9896150987499892,Überprüfung von Ausfällen in Finanzsoftware-Systemen wie Xero und Sage Accounting,False,False
22135,DE,DE,0.9975869632672111,Integration von Steinberg Cubase 11 SaaS,False,False
22136,DE,DE,0.9922574292705733,Unterperformierende digitale Marketingkampagnen,False,False
22137,DE,EN,0.5997249729739277,Assistance with UniFi Dream Machine Connection,True,False
22138,EN,EN,0.9794624860144043,Advice on Securing Medical Data in a Hospital Setting Using Outlook and OneNote,False,False
22139,EN,EN,0.6579660267461708,Security Issue with Systems,False,False
22140,EN,EN,0.987784555874668,Request for Digital Strategies Information,False,False
22142,DE,EN,0.7470267750867654,Request for Enhanced Security Protocols for Elasticsearch-related IT Infrastructure,True,False
22143,DE,EN,0.6128921834912532,Analytical Tools and Strategies in ClickUp,True,False
22144,EN,EN,0.7955735275997426,Support for Healthcare Information,False,False
22145,DE,EN,0.5489997528183048,Support for Data Security Incident,True,False
22146,DE,DE,0.9618309486100597,"Können Einblicke in digitale Strategien helfen, spezifische Marke im Branchenwachstum voranzutreiben?",False,False
22147,EN,EN,0.9733286657247048,Support Request for Unauthorized Access Attempt in Secure Healthcare Data System,False,False
22148,DE,EN,0.8272046368596166,Support for Digital Growth Strategies with Express.js,True,False
22149,DE,DE,0.9236740054980009,Details zur Lizenzierung von Kubernetes-Integration,False,False
22150,DE,DE,0.9994285650670272,Anfrage zur Optimierung der Investitionsstrategie durch Datenanalyse,False,False
22151,EN,EN,0.9314667346291103,Issue with Inconsistent Results in the Data Analytics Tool,False,False
22153,EN,EN,0.9796291390396686,Boosting the Expansion of Digital Marketing Tools,False,False
22154,DE,DE,0.7712692772388279,Issue with Marketing Campaign Tools,False,False
22155,DE,DE,0.9975941908157107,Technische Anomaly in Investmentoptimierung,False,False
22156,DE,DE,0.6403883847334522,Issue Concerning Data Breach,False,False
22157,DE,DE,0.9797110369495529,Smart Rechnung,False,False
22158,DE,DE,0.9968217582194698,Service Störung,False,False
22159,EN,EN,0.9919800416421908,Issue with Inconsistent Returns Data Identified,False,False
22160,EN,EN,0.9678475622443568,Concerns Regarding Data Integration in Reports,False,False
22161,EN,EN,0.8977714623245613,Request for Information on Securing Medical Data in Hospital IT Systems,False,False
22162,EN,EN,0.938640630888442,Improvement in Data Analytics Tools for Strategy Enhancement,False,False
22163,EN,EN,0.9112766842244104,Assistance Required for Support Inquiry,False,False
22164,EN,DE,0.545203610622675,Support Request for Addressing Data Inconsistencies,True,False
22165,EN,EN,0.8062366897786238,Facing Connectivity Problems with Investment Analysis Tools on Online Platform,False,False
22166,EN,EN,0.9679218946586747,Request for Assistance with Integrating JIRA Software,False,False
22167,DE,DE,0.9994142308766645,Sicherung medizinischer Daten in Krankenhaus-IT-Lösungen,False,False
22168,DE,DE,0.9989924117767717,Anfrage zu Datenanalyse für Salesforce-CRM,False,False
22169,EN,EN,0.9950370297236892,Support Needed for Integrating Data Analytics in Investment Optimization,False,False
22171,DE,DE,0.9966608852189703,Fehler in der Gesundheitsversorgungsstelle - Datenverlust,False,False
22172,EN,EN,0.9799184859872727,Assistance with Software Problems,False,False
22175,DE,EN,0.7058511704652223,Challenges in Digital Brand Growth,True,False
22176,EN,EN,0.795259947087732,Trouble with Project Management Tools After Latest Software Update,False,False
22177,DE,DE,0.8923856345058151,Detektiert unerlauber Zugangsbereich,False,False
22178,DE,DE,0.9808814457233689,Probleme bei Leistungsmetriken der digitalen Werbaschlagung,False,False
22179,DE,DE,0.9980276488894764,Unterstützung für Figma,False,False
22180,EN,EN,0.9147515793396266,Support for Analytics Measurement,False,False
22181,EN,EN,0.8420545854007015,Enhancing Investment Strategies with Redis,False,False
22182,DE,DE,0.9971811342353275,Verschlüsselung von medizinischen Daten in MongoDB 4.4 mit Apache Hadoop,False,False
22183,EN,EN,0.9716256562480068,Problem with Real-Time Data Visualization,False,False
22184,DE,DE,0.8124780227569985,Request for DataRobot Support Details,False,False
22185,DE,DE,0.9989035327113392,Probleme mit der Ladegeschwindigkeit der Dashboards,False,False
22186,EN,EN,0.9176032824617762,Support Request for Medical Data Security Breach,False,False
22187,EN,EN,0.8777328266850319,Problem with Database Integration,False,False
22188,DE,DE,0.9994455701454726,Hilfe bei der Verbesserung der Datenaufbereitung,False,False
22189,EN,EN,0.9517082798445153,System Downtime Impacting Investment Resources,False,False
22190,EN,EN,0.9641036775917283,Concerns Regarding Less Effective Digital Advertising Efforts,False,False
22191,EN,EN,0.9198316905701693,An Unexpected System Crash During Data Analysis,False,False
22192,EN,EN,0.9338999779587526,Facing System Crashes with Multiple Applications Running,False,False
22193,EN,EN,0.9870121262345561,Troubleshooting Investment Optimization Problems,False,False
22194,DE,DE,0.9990279368043739,Verbesserung der Benutzerrechte-Einstellungen,False,False
22196,EN,EN,0.8684520763334831,Urgent Integration Update Request,False,False
22198,DE,DE,0.9749724845050205,Probleme bei Datenaufbereitung und Berichtserstellung,False,False
22199,DE,DE,0.6018520244754963,Request for IT User Assistance Regarding Unauthorized Access Attempt to Hospital IT System,False,False
22200,EN,EN,0.9927038750720052,Concerns Regarding the Performance of Digital Marketing Campaigns,False,False
22202,EN,EN,0.8641610155198137,Update on Marketing Strategies,False,False
22204,EN,EN,0.9364266816645377,Support Request for Project Management SaaS Performance Issue,False,False
22205,DE,DE,0.7546570152683769,Issue with Slow Loading Dashboards,False,False
22206,EN,EN,0.7798382208833672,Potential Security Breach in Medical Data Systems,False,False
22207,EN,EN,0.8947999801254953,Enquiry on Data Analytics Service Capabilities,False,False
22208,EN,EN,0.9970630176751915,Query Regarding Unexpected System Downtime Impacting Data Analytics Investment Optimization,False,False
22209,EN,EN,0.9177770323955453,Troubleshooting JIRA Software Integration Errors,False,False
22210,EN,EN,0.9488761263954708,Guidance on Securing Medical Data in Hospital Infrastructure using Express.js,False,False
22211,DE,EN,0.8309347444986386,Concern Regarding Investment Data Analytics Issues,True,False
22212,DE,DE,0.9830911140538111,Probleme bei der Anmeldung auf verschiedenen Geräten,False,False
22213,DE,DE,0.9952345580625374,Unterstützung bei der Nutzung von Investment-Data-Analysis-Tools,False,False
22215,DE,DE,0.9981979183239472,Nötige Unterstützung für Leistungsanliegen,False,False
22216,DE,DE,0.9952628289417715,Probleme bei der Konfiguration der Datenaufbereitungssoftware,False,False
22217,EN,EN,0.8652502097792685,Challenge in Investment Returns Prediction,False,False
22218,DE,DE,0.9049336695619362,Issue with Access Control for Project Management Tool,False,False
22221,DE,DE,0.9990510906884145,Erhebliche Verzögerungen bei Projektladzeiten identifiziert,False,False
22222,DE,DE,0.9992337223590594,Unerlaubtes Zugangserlebnis im medizinischen Datensystem erkannt,False,False
22223,EN,EN,0.9374794870223518,Unapproved Access Efforts in Medical Data Networks,False,False
22224,DE,DE,0.9893481116507077,Probleme bei der Nutzung der SaaS-Funktionen,False,False
22225,DE,DE,0.6586880369089592,Inquiry Regarding Digital Strategy for Brand Growth,False,False
22226,DE,DE,0.9991405728406335,Fachliche Unterstützung,False,False
22227,EN,EN,0.9820349005142786,Problem with System for Investment Analytics,False,False
22228,EN,EN,0.9203556247549346,Trouble with Digital Marketing Campaigns,False,False
22229,EN,EN,0.7060970058394795,Marketing Platform Crashed During Live Campaign Due to Increased Server Load,False,False
22230,DE,DE,0.9942518975489231,Sicherheitsanomalie SAP-System,False,False
22231,DE,DE,0.9977912520791201,Technische Anliegen bei Monday.com,False,False
22232,DE,EN,0.6041522621754185,Urgent: Potential Data Breach in Medication Logs Detected,True,False
22233,DE,DE,0.9992064925581695,Skalierung,False,False
22234,DE,DE,0.9947153804539418,Technische Sprengelleistung,False,False
22235,DE,DE,0.6468622206281757,Trouble Accessing Project Dashboards,False,False
22237,EN,EN,0.9805162771889984,Support Required for Marketing,False,False
22238,DE,DE,0.9975189093646073,Dauerhafte Störungen des digitalen Tools Unterstützung anfragen,False,False
22240,DE,DE,0.9937560162600104,Issues in Data Analysis,False,False
22241,DE,DE,0.9981259789717886,Beachtung notwendiger Sicherheitsmaßnahmen infolge unbefugten Zugriffsversuchs,False,False
22242,DE,EN,0.6223702425238669,Support for Advanced Data Analytics Features,True,False
22243,EN,EN,0.8865488370425173,Query on Avast Antivirus for Brand Growth Strategies,False,False
22244,EN,DE,0.6314526706657138,Support Issue with Billing,True,False
22245,EN,EN,0.5235363276899552,Details for Monday IBM Cloud Integration,False,False
22247,EN,DE,0.5109396705517816,Problems with Integration Services,True,False
22248,EN,EN,0.6803789965632624,Enhance Performance and Compatibility for Ubuntu Products,False,False
22249,DE,DE,0.6797490650391784,Support for Data Analysis Improvements,False,False
22250,EN,DE,0.5562794089768364,Support for Digital Strategy,True,False
22252,DE,EN,0.5239905334140482,Issues with Billing Statement,True,False
22253,EN,EN,0.880794177100406,Request to Update Integration Settings,False,False
22254,EN,EN,0.9521641957797504,Request for ClickUp Integration Assistance,False,False
22255,EN,EN,0.9837209839729846,Data Analytics Workflow,False,False
22256,DE,DE,0.9989021947338633,Investmentstrategien durch fortgeschrittene Datenanalytische Dienste,False,False
22257,EN,EN,0.9049581249044337,Customer Support Digital Brand Growth,False,False
22258,DE,DE,0.8537290824747314,Unprécises rapports d'analyse des données d'investissement,False,False
22259,EN,EN,0.9434173512714867,Irregular Data Analytics Results on Investment Optimization Tool,False,False
22260,DE,EN,0.8405941549230704,Update to Billing Services,True,False
22261,EN,EN,0.8889077500530642,Queries Regarding Billing Payment Methods,False,False
22262,EN,EN,0.7448205623782351,Problem with Subscription Renewal Payment,False,False
22263,EN,EN,0.9550313569062087,Notification of Possible Data Breach,False,False
22265,EN,EN,0.7791009551092666,Guidelines for Securing Medical Data on macOS Systems with Symantec Endpoint Protection,False,False
22266,DE,DE,0.9991756862204102,Bekanntmachung von Sicherheitsrisiken im Medizinischen Datensystem,False,False
22267,DE,DE,0.9957942596288251,Medizinischer Datenschutzverstoß,False,False
22268,EN,EN,0.9159850129751451,Support Required for Integrating CCleaner,False,False
22269,EN,EN,0.5254452443751813,Problem with Hospital Security Systems,False,False
22270,EN,EN,0.8859187005444101,Safety of Medical Information System,False,False
22271,DE,DE,0.9964140163792373,Wachstum der Digitale Marke,False,False
22272,DE,DE,0.99671351032144,Datenschut Zwischenfall,False,False
22273,DE,DE,0.838520912136226,Data Integrity Issue,False,False
22274,DE,DE,0.9069286451168014,Issues with JIRA-Software-Integration,False,False
22275,EN,EN,0.9697683808366252,Guidance on Securing Medical Data Software,False,False
22276,DE,DE,0.7601065553367854,Data Analytics Inquiry,False,False
22277,EN,EN,0.9451318354548233,Problem with Marketing Agency's Website,False,False
22278,EN,EN,0.9305546608041468,Trouble with Campaign Efficiency,False,False
22279,DE,EN,0.7166380558575919,Problems with System Downtime,True,False
22280,EN,EN,0.9724767219959964,Trouble with Projector Connection - BenQ TK850,False,False
22281,EN,EN,0.9713704166088258,Enquiry on Project Management SaaS Pricing,False,False
22282,EN,EN,0.8636300859337941,Advice Needed,False,False
22283,DE,DE,0.9992007987631369,Bestätigung Bericht Sicherheitsverletzung,False,False
22284,DE,DE,0.9955882499167493,unerwartetes Systemverlangsamen während der Datenanalyse,False,False
22285,DE,DE,0.963300482287981,Details über Projektmanagement SaaS-Produkte,False,False
22287,DE,EN,0.524189495653018,Support for Unauthorized Access Attempt to Hospital IT Systems,True,False
22288,EN,EN,0.9583889164362758,Request for Update Billing Integration,False,False
22289,EN,EN,0.9824694382376089,Concerning System Security Breach,False,False
22290,DE,DE,0.9915996898615402,Verfügbare Integrationsoptionen für QuickBooks Online,False,False
22291,DE,EN,0.7069759328128998,Inquiry on Integration Options for Zapier with Project Management Software,True,False
22292,EN,EN,0.9696609557791274,Problem with Data Import,False,False
22293,EN,EN,0.9476836520667478,Support for Integrating DocuSign with JIRA Software,False,False
22294,EN,EN,0.9763776764235851,Seek Expertise for Enhancing Marketing Strategies,False,False
22295,DE,DE,0.9893832838251665,"SaaS-Projektmanagement-Plattform: Leistung und Skalierbarkeit verbessern, Systemupdate notwendig",False,False
22296,DE,EN,0.5291427298631319,Query on Digital Strategy for Brand Growth,True,False
22297,EN,EN,0.6752838216583158,Problem Identified with Digital Ad Campaign's Engagement Metrics,False,False
22298,DE,DE,0.9896742668666305,Support Ticket für Projektmanagement-Software,False,False
22299,EN,EN,0.9375088332424039,Investment Information,False,False
22300,EN,EN,0.8473853882767924,Reported Problem with Avast Integration,False,False
22301,DE,EN,0.6352555994606709,Assistance with CorelDRAW Graphics Suite 2021,True,False
22302,EN,EN,0.8160430826697027,Request to Update Pricing for Bundled Products,False,False
22303,DE,DE,0.7910162682838546,Issues with System Security,False,False
22304,EN,EN,0.9592857115995577,Enhancing Digital Marketing Techniques,False,False
22305,EN,EN,0.9861652844069957,Notification of Login Challenges,False,False
22306,DE,DE,0.9637352079386137,Assistance Required for Software Crash,False,False
22307,EN,EN,0.9273715154029025,Report on SSD Failure - Crucial MX500,False,False
22308,EN,EN,0.8271434086000546,Concerns about Data Analytics Tool,False,False
22309,DE,DE,0.9983351963143561,Unterstützung für digitale Strategie-Kampagne,False,False
22310,EN,EN,0.8599463887244327,Data Breach Detected in Hospital System,False,False
22311,DE,DE,0.9439459638824493,Unterstützung für digitale Marketingstrategien erforderlich,False,False
22312,DE,EN,0.7181308782444813,Integrate Bitdefender Antivirus Plus,True,False
22313,DE,DE,0.9920010695211834,Fehlerhafte Rechnung für Abonnement,False,False
22314,EN,EN,0.5042940052974231,Investment Metrics Discrepancies,False,False
22315,DE,DE,0.9962277305422361,Problem mit der Softwareleistung von Investments-Analyse-Software,False,False
22316,DE,DE,0.991889493497817,Verschlüsselung medizinischer Daten für 2-in-1 Umdrehbarem Laptop mit Norton 360,False,False
22317,EN,EN,0.9527256225445934,Unapproved Access to Health Records,False,False
22318,EN,EN,0.8193514661581253,Support Request for Resolving Software Integration Issues,False,False
22319,DE,DE,0.9941008708210929,Preisangebote für Projektmanagement SaaS,False,False
22321,EN,EN,0.7709784681522563,Assistance Required for Investment Analysis Tool,False,False
22322,EN,EN,0.9851746290434418,Delayed Data Analytics Response,False,False
22323,EN,EN,0.919886631078921,Urgent Assistance Required for Marketing Campaigns,False,False
22324,DE,DE,0.9931176805898367,Service für Datenanalyse bei Finanzinvestitionen,False,False
22326,EN,EN,0.7673162530586501,Project Management Integration,False,False
22327,EN,EN,0.9604445703816115,Support for Evernote Integration Troubleshooting,False,False
22328,EN,EN,0.7508274364466128,Problem with Digital Campaign Software,False,False
22329,DE,DE,0.9946184700711111,Notfall: Datensicherheitsverletzung im IT-System des Krankenhauses,False,False
22330,DE,DE,0.9626827797846235,Details zur Integration von Hemingway Editor in digitale Marketingstrategien und Markenwachstumsinitiativen,False,False
22331,EN,EN,0.8388582623470742,Guidance on Secure Medical Data Systems,False,False
22332,EN,EN,0.9092659863606407,Challenges with Medical Data Security,False,False
22333,DE,DE,0.987119824248715,Hilfe bei digitaler Markengröße,False,False
22334,EN,EN,0.9918556311107383,Concern About Irregular Outcomes in Investment Optimization Tool,False,False
22335,DE,DE,0.8695292558458019,Issues with Accuracy of Plant Recommendations,False,False
22336,EN,EN,0.7088168003427157,Inquiry for Digital Strategies,False,False
22337,EN,EN,0.9658747317809601,Inquiry into Data Analytics Tools for Investment Strategy Optimization,False,False
22338,EN,EN,0.8807583071570492,Support Required for Hadoop Integration Troubleshooting,False,False
22339,EN,EN,0.9820019499987526,Inquiry on Securing Medical Data in SAP ERP Central Component 6.0,False,False
22340,EN,EN,0.9805102016624243,Inquiry About Investment Analytics Tools,False,False
22341,DE,DE,0.7667148438198805,Support Request for Enhancing Data Analysis Pipeline,False,False
22342,EN,DE,0.5839110817860835,Troubleshooting for Investment Optimization Software Issue,True,False
22344,EN,EN,0.9743254156636156,Report on Security Incident at Hospital,False,False
22345,DE,DE,0.9963824116465799,Hilfe beim Einbinden von Projektmanagementfunktionen in verschiedene Softwareprodukte,False,False
22346,DE,DE,0.7813665107049383,IT-Services Issue,False,False
22347,EN,EN,0.9460539383635667,Support Needed for Updated Digital Marketing Tools,False,False
22348,DE,DE,0.9885535896024666,Hilfe bei Airtable-Integration,False,False
22349,DE,DE,0.914669538483516,Assistance for Service Outage,False,False
22352,DE,DE,0.6309710467639087,Support for Slow Data Processing,False,False
22353,DE,DE,0.5051031111025932,Support for Marketing Strategies,False,False
22354,EN,EN,0.943210631198536,Implement Monday.com and Jenkins,False,False
22355,DE,DE,0.99806473680533,Optimierung von Datenanalyse-Tools,False,False
22356,DE,DE,0.928962966650223,Intermittent Connection Issues with SaaS Platform,False,False
22357,DE,DE,0.9847363723107392,Hilfe zur Integration von Kaspersky Internet Security,False,False
22358,EN,EN,0.8827530791484379,Problem with Investment Optimization,False,False
22360,DE,DE,0.9983782864094085,"Geehrte Kundenservice, unerwartete Datenverletzungen im medizinischen Datensicherheitssystem melden. Mögliche Ursachen: veraltete Software oder Konfigurationsfehler. Sicherheitsaudits und Softwareupgrades wurden durchgeführt, jedoch bestehen weiter Probleme. Hilfe zur Lösung der Angelegenheit schätzen, eine schnelle Lösung ist dringend erforderlich. Vielen Dank für Ihre Aufmerksamkeit beim dringenden Problem.",False,False
22361,DE,DE,0.9981310886019354,Nötige Unterstützung bei Anwendungseinsatzproblemen,False,False
22362,EN,EN,0.9168176684386727,Query on Elasticsearch Integration for Data Analytics,False,False
22363,EN,EN,0.9853186509611318,SAP Problem,False,False
22364,EN,EN,0.666422752766151,"Marketing Agency's Recent Digital Campaigns Fall Short of Growth Goals. Adjusted Audience Segmentation and Analyzed Past Campaign Data, But Improvement Is Still Needed. Urgent Attention Required.",False,False
22365,DE,DE,0.9901006319680642,Probleme mit der Markenbeteiligung,False,False
22366,EN,EN,0.9566765874127895,Enhancing Django Investments with Redis,False,False
22367,EN,EN,0.9043021871364963,Request for Integration Information with QuickBooks Online,False,False
22368,EN,EN,0.9260157000023594,Enquiry on Digital Marketing Services,False,False
22369,EN,EN,0.917899663091959,Marketing Agency Experiencing Slowdown in Brand Growth Due to Digital Strategies,False,False
22371,EN,EN,0.7982018106561208,Data Protection Weaknesses in Hospital IT,False,False
22372,EN,EN,0.9898830456817448,Boost Integration Features,False,False
22373,DE,DE,0.9960306749172552,"Kundenservice, Datenanalysewerkzeug effizient Verarbeitung Investitionsdaten",False,False
22374,EN,EN,0.9712070007134331,OBS Studio Investment Data Guidance,False,False
22375,EN,EN,0.9554346179958813,Problem with System Performance Today,False,False
22376,DE,DE,0.9818888947897275,Probleme mit der Leistung unserer SaaS-Plattform gemeldet,False,False
22378,EN,EN,0.8751400905551855,Improve Digital Marketing Strategies with Enhanced Tools,False,False
22379,EN,EN,0.8938829744164185,Healthcare Provider Data Breach,False,False
22380,DE,DE,0.9873186059766426,Fehlerhafte Abonnement-Rechnung,False,False
22381,EN,EN,0.9186846452501984,Customer Support Inquiry for Login Issues,False,False
22382,DE,DE,0.9815669756821588,Sicherung Krankenhaus-Daten in IT-Umgebung DataRobot,False,False
22384,EN,EN,0.8672536797155374,Support for Securing Medical Data with CyberLink PowerDirector 19,False,False
22385,EN,EN,0.9728253181599787,Notifying about a suspected security breach event recently identified,False,False
22387,EN,EN,0.9839675418652573,Enquiry on Security Protocols for Medical Data,False,False
22388,DE,DE,0.9988037878828193,kritischer Systemfehler mit Datenanalyse-Tools auf mehreren Geräten,False,False
22389,DE,DE,0.9983463525452312,Sicherheitsverbesserungen,False,False
22390,DE,DE,0.9945030734439368,Unterstützung für temporäre Laden-Probleme aufgrund geplanten Updates,False,False
22391,EN,EN,0.6565001812006,Frequent Application Crashes,False,False
22392,EN,EN,0.9681445056978529,Problems with Software Performance and Stability,False,False
22394,DE,DE,0.990933500510751,Überprüfung von Digitalen Marketingstrategien,False,False
22396,EN,EN,0.8586658691632647,Concerns Over Digital Strategy Performance,False,False
22397,DE,DE,0.9983396999737413,Probleme bei der Synchronisierung von Projektdaten auf ClickUp-Plattformen,False,False
22398,EN,EN,0.9104912434039617,Severe System Failure Impacting Several Products,False,False
22399,DE,DE,0.999041585072009,Anfrage für Technische Unterstützung,False,False
22400,EN,EN,0.9908170902115856,Concern About Software Crash in MATLAB,False,False
22401,DE,DE,0.9192992359763881,Unfall Bericht Medizinische Daten,False,False
22402,DE,DE,0.8136811969886542,Issues with Subscription-Billing Services,False,False
22403,DE,DE,0.989077002197028,Langsame Antwortzeiten bei digitalen Tools identifiziert,False,False
22404,DE,DE,0.9443683758192888,Sicherheitsrisk,False,False
22405,EN,EN,0.9814032968832811,Drop in Website Traffic Concern,False,False
22407,DE,DE,0.5494161856268067,Issues with Sound Card,False,False
22408,DE,DE,0.9937830732842254,Frage zur Sicherheitslücke in Krankenhaus-IT-System,False,False
22410,DE,DE,0.9711446948097167,Probleme mit der Investitionsoptimierungssoftware,False,False
22411,EN,EN,0.9675581058225943,Improve Data Analytics for Better Investment Optimization,False,False
22412,EN,EN,0.8220245370975582,Frequent Crashes in SaaS During High Traffic,False,False
22414,EN,EN,0.847282392433173,Issues with Slow Data Processing in Excel,False,False
22415,EN,EN,0.9947235102062031,Support Required for Inconsistent Investment Data Analytics Outputs,False,False
22416,EN,EN,0.9364117879401656,Problem with Analytics Software,False,False
22417,DE,DE,0.9802866032487134,Update digitale Marketingstrategien,False,False
22418,DE,DE,0.9943665247371225,Folge eines Technischen Supports,False,False
22419,DE,DE,0.9845936751691559,Uneinheitliche Berichterstattung in Dynamics,False,False
22420,DE,DE,0.9797847933049255,Bezahlungsprobleme bei Ihrem Abonnement,False,False
22421,DE,EN,0.5261591617961239,Support for SaaS Integration Features,True,False
22422,DE,DE,0.9985803783885724,Eilender Support,False,False
22423,DE,DE,0.9714539248826398,Probleme mit der Synchronisation der Geräte,False,False
22424,EN,EN,0.9538351331603568,Enhancement of Investment Tactics,False,False
22425,DE,DE,0.9256609930282153,Nötige Unterstützung bei Software-Problemen,False,False
22426,DE,DE,0.9993881245338878,Beschwerde über Verletzung medizinischer Datenzugriff,False,False
22427,DE,DE,0.8288398693707133,Support for Performance Issues in Data Analysis of Investment Models,False,False
22429,DE,DE,0.9222636992931377,Support Required for System Failure of Project Management SaaS,False,False
22431,DE,DE,0.9976342034986247,Beratung für API-Integration erforderlich,False,False
22432,DE,DE,0.9855508906207564,"Können Sie Informationen zur Integration von SaaS, GIMP und TYPO3 bereitstellen?",False,False
